id,review,type_review,platform,date,language,views,votes,score,split
keellyxoxo,"One of the best stories I have ever played. I invested so much of myself into the characters and their stories, when I finished the game, I didn't know what to do with myself. I needed more, so I watched the making of the game on YouTube, then watched other people play it so I could see them experience it. Multiplayer isn't bad either, I actually quite enjoyed it.",expanded,ps4,2018-04-19,English,0,0,10,train
Gittoplo,"I have heard so much about this game that I had to have a look. These are my thoughts:,,- The game, despite the remastering, still feels a little dated.,- The game reminded me very much of Uncharted series. The same studio and naturally same feel to it. The only difference is the setting. This is Walking Dead compared to Indiana Jones. For me, Indiana always triumphs over Walking Dead (the actual series is very underwhelming 7/10 for me). For this reason, I am giving this game a solid 7/10. I have marked Uncharted as 8/10.,- Interesting and well thought out characters.,- Good level design but somewhat linear which is expected.,,All in all, I can see why it is regarded as a classic and I  did enjoy it but not as much as I expected. I had a repelling feeling about it as I bought the game and only played for the first time many months later. Each time I played it, I did so to just finish it and tick the box, but while at it I did enjoy it.,- The game was consistent and had quite a few tense and exciting moments.,,Am I looking forward to the second instalment? Not really.",normal,ps4,2018-04-18,English,1,0,7,train
M3RTIPAH,"I played and got platinum on PS3 way back, and I still played the story after that and played multiplayer for months. After PS4 arrived of course I had to buy it once again, played and platinumed it again. Its the only game where I got platinum twice, playing multiplayer til this day, knowing every line pretty much in my sleep. No other game so far have done it for me. This is masterpiece and its just a damn good game, end of story.",normal,ps4,2018-04-13,English,0,0,10,test
network_scroll,"Время игры: 18 часов,Примечание: пройдена полностью на высоком уровне, плюс дополнение.",expanded,ps4,2018-04-09,Russian,0,0,9,train
AlbertoBuzz,"Juego de 10, obra maestra, The last of us es un juego que desde el primer minuto hasta el último te atrapa en su historia, con su mundo apocalíptico y sus personajes con los que logras mucha empatía, lo cuál no es fácil de conseguir en todos los juegos. Es mi juego favorito.,,Game of 10, masterpiece, the Last of us is a game that from the first minute to the last catches you in its history, with its apocalyptic world and its characters with which you achieve a lot of empathy, which is not easy to get in all games.",normal,ps4,2018-03-27,English,0,0,10,train
kiank,"The Last of Us: Remastered is an amazing game with one of the best stories in all of gaming.  Joel, Ellie, and Marline are all such strong and amazing characters.  The games opening scene almost had me in tears as Sarah's death was so emotional.  Tess was a great compliment to Joel and she matched him in ruggedness.  Bill is a funny character and another great LGBT representation.  Ellie is such a badass and she is such a strong figure, not only as a female character but also as a LGBT character.  Having cannibals, hunters, and infected creates such an amazing dynamic and I think they have an accurate description of what would happen if this infection occurred.  I think it's similar to The Road.  The scene with Henry and Sam is the most emotional scene in video game history.  Joel's brother shows the very hopeful side of the Last of Us and how civilization and love can persist.  And when Ellie is alone in the winter, her character gets really developed and the whole face off with David is incredible and emotional.  Furthermore, the ending is incredible with Marline's death and Joel lying to Ellie.  It sets up part II incredibly!  Left Behind is an awesome edition to Ellie's character.  Overall, I would give it a 10.0!",normal,ps4,2018-03-26,English,0,0,10,train
BigBallerBrand,"Simply put it's a masterpiece and the best game I have ever played. The improvements in graphics are noticeable making it worth another playthrough. The multiplayer community is still active to this day and is highly addictive, The remastered version also includes the single player DLC around Ellie which is also a must play. Everyone deserves a chance to play this game.",expanded,ps4,2018-03-24,English,1,1,10,test
Fenixiliario,"Es un videojuego Exelente!,Es un videojuego Exelente!,Es un videojuego Exelente!",expanded,ps4,2018-03-20,Spanish,0,0,10,train
thefehmi,"Normalde PC oyuncusuydum, Last of Us Part II tanıtım filmi bana PS4 Pro satın aldırdı. Konsol ile ilk oynadığım oyun Last of Us Remastered oldu; karakterleri kendine bağlayan bir oyun. Bir söz vardır: ""Konsol aldıran oyun"" diye, işte o oyun Last of us.",expanded,ps4,2018-03-17,Turkish,0,0,10,train
2agc,"I played this game for the first time last december. I do not know why it did not touch me in the manner of so many other. Maybe is because the zombie topic is already too used. Beside that, the game is technically beutiful, come on, is a movie with nothing to envy to movies like Z.,,I can not say anything that has not already been said, just: The Last of Us is a big deal, Remastered is a Huge Big Deal, and all the ps4 owners must to play it!",normal,ps4,2018-03-11,English,0,0,8,train
tphipn,This is the greatest game of al time. There's nothing this game does wrong. It has been a life changing experience for me and still is today. Hopefully the sequel can make me feel the same way.,expanded,ps4,2018-03-06,English,0,0,10,train
therealcheese,"Amazing game from beginning to end it's an emotional ride you'll wish didn't end. This is one of the few games I've felt shock when I finished it as if it just can't be over. I usually don't play these type of games but I couldn't stop with this one, a true masterpiece!",expanded,ps4,2018-03-04,English,0,0,10,train
asshol,The Last Of  Us is the single greatest video game I've ever played. That's it. Buy this game.,expanded,ps4,2018-02-23,English,2,2,10,test
aljirik1992,"Грибанутые трески!,,Предпоследний проект команды ND плох по многим параметрам: его одиночная компания заставляет думать о мире за пределамии ВиаРа и, самое жестокое, что она делает - даёт возможность искренне поплакать. Я могу сколько угодно говорить, что внутри игры многое обставлено не лучшим образом, по типу банально обыгранных анимаций или притянутой за уши системы собирания коллекционных предметов, но я никогда не скажу, что это плохо преподнесли.,И если к истории ещё могут возникнуть какие-то претензии вроде: ""Не ипична или же Ходячий плагиат!"",- то докапываться до многопользовательского режима, сможет разве что создатель DayZ. За исключением навязываемого доната МР отлично подходит как для командной игры, так и для игроков любящих работать в одиночку. Карты более чем сбалансированы, а сам процесс потасовок на ряду с уникальностью игрового процесса, может удержать вплоть до выхода второй части.,TLoU - плохая игра, но плоха она только тем, что лучше её пока не придумали!",normal,ps4,2018-02-17,Russian,0,0,10,test
Frostyjulio,"This is an absolutely beautiful game with great story telling, graphics, mechanics and over all one of the best games i ever played on the ps3/ps4. the only real down fall i feel that this game had was that they should have done a multiplayer mode where clcikers or runners where involved but over all a great game.",expanded,ps4,2018-02-05,English,0,0,9,train
TheCornflex,"I heard so much positive about this game but after playing it I was really shocked. The presentation is the only positive thing about this game. Gameplay is so boring and undynamic. Man, I don't even feel like helping the protagonist to survive.",expanded,ps4,2018-02-01,English,8,2,4,train
CodeJerry,"The story is very fun. The gameplay is uncharted but those sections where stealth is needed all the time. Story is around 8. Gameplay 7 because uncharted is just great. Skill builds are nice but so slow. They require you to play the story 10 times before you can actually upgrade fully. Seriously that is soooo damn boring i can see why its only a 2% trophy. Multiplayer is a joke. 60% of all skills are locked and must be paid cash for. Skills that really do make a god damn difference like autopicking up ammo or getting 3x more crafting items. Oh and weapons get used to the very few they give you. But that doesn't matter anyway just buy a tactical shotgun(can't get without cash sorry, infact you can't own any shotgun without paying) and its the only gun you need and the one everyone uses.",normal,ps4,2018-02-01,English,9,2,3,train
HoRuzz,"Oh, my God ... That's 12/10 !!! This is really a beautiful story of heroes ... I will recommend this game to my children! Thanks to Naughty Dog for this amazing experience",expanded,ps4,2018-01-29,English,0,0,10,train
Lotap,"Best game I ever played. True masterpiece. Does not lack in any department. The story is awesome and so is the gameplay. It's not a fighting game, but I still remember punching zombies in the face. It feels so good. Online is awesome too, but its kinda broken by microtransactions. But still I couldn't lower the rating, because TLOU is a game based on single player story.",expanded,ps4,2018-01-28,English,1,1,10,train
bonsai,"This game gave me so many emotions, it's impossible to understand unless you played thus gem.",expanded,ps4,2018-01-28,English,1,1,10,train
visiblelight7,"Finished the game. Really extremely overrated.  I was expecting something incredible to happen based on the reviews but I honestly found the story didn't have any ""wow"" moments. It was just running from one building through a sewer to the next with a little cut scene here and there but nothing glorious at all or epic. I feel the reviews are just impressive because it's the first game that has that american cinema movie feel to it but like I said the story has no plot twists or anything that's exciting added to the story. It's just very bland I found myself just going through the motions expecting something to happen....but nothing happened.",normal,ps4,2018-01-20,English,7,1,5,train
Rakean,"The story is amazing, ,tells a story about a man who loses his daughter at the beginning of the game and ""smuggling"" a little 14 year old girl, as you progress through the game you realise how connected you are with both Ellie and Joel. mULTIPLAYER IS AMAZING AS WELL AND UNIQUE IN ITS OWN WAY. Naughty Dog always impresses me.",expanded,ps4,2018-01-10,English,0,0,10,train
teemz22,"The first time I played through tlou on ps3 i was blown away by the game, the story was solid and the characters were great. You can say I was awestruck in a good way.,,3 years later, i played it on ps4 (+ the dlc), the play through wasn't as exciting as the first time I tried the game, definitely 60 fps helps the game play a lot, but the second time you play it  it's just not the same. I guess you can see the games flaws and limitations better, don't get me wrong it's a solid experience but giving the game a 10/10 just because the story and the characters, really?,,the replay value of this game is close to 0 for me and the dlc was just, pointless really.,,this is the perfect game for a casual gamer I guess, it's really great but nevertheless overrated as hell.",normal,ps4,2018-01-09,English,0,0,8,test
annbd,"My first PlayStation game ever; thanks to my boyfriend of course.  I find the game so pleasant, the story is not the best, but it's present nicely. I played it in easy, but there were moments I did not know what to do, where to go; almost gone to the point of breaking the damn controller out of rage, but fortunately did not do that.,Thank you,  Naughty Dog!",expanded,ps4,2017-12-28,English,2,2,9,train
Strop77,"Another game that deserves to be in my top 10 best games ever. (Possibly top 5),,GRAPHICS +10/10,GAMEPLAY +10/10,ENTERTAINMENT +10/10,VALUE FOR MONEY +10/10",expanded,ps4,2017-12-11,English,1,1,10,train
soroushmdn,"greatest game EVER!,I do recommend this magnificent masterpiece to all gamers in the whole world .,i don't know how to describe this super game and i think silence is the greatest interpretation!",expanded,ps4,2017-12-09,English,1,1,10,train
BlueKetsueki,"I love the last of us great story and setting but i think in terms of gameplay its kinda lacking was not a fan of the combat at all, while i would say to most people buy it and you will love it the bare bones of the game the gun play and sneaking didn't do it for me a great single experience with an ok multiplayer, i am really looking forward to the last of us 2 and hope its gives us the same great story with some improvements to the gameplay.",normal,ps4,2017-12-08,English,0,0,8,train
Mats2468,"Well .. What's so amazing with this game? Absolutely everything you've dreamed about in a game is a reality here. The story, the characters, the game mechanism and etc. Possibly one of PlayStation's all time best with Uncharted 4, period.",expanded,ps4,2017-12-04,English,1,0,10,test
AziDahaka,"I have no words, the game is awesome, the multiplayer still has a decent amount of players, and it really show us the real power of the ps4 and ps4 pro",expanded,ps4,2017-11-24,English,1,1,10,train
vladpostolache,"I've been playing video games since before I went to school, so I've already been through the golden age of ZX Spectrums, 8-color games, Elite: Dangerous, followed by Doom, Quake, all the Blizzard masterpieces, then on to more modern games like Bioshock, Dead Space and Fallout. But I can't remember another game that got me so hooked as this one here. The story is so compelling, I found myself wanting to put down the controller to get some sleep only to notice the sun rising through the window, like when I was a child and I was fighting the hordes of undead in Diablo. You just can't let go. And while the graphics aren't top notch, they are as perfect as they need to be. The faces are exceptionally expressive, there's body language, there are even muscle movements almost imperceptible if you're not looking for them, but so important in the big picture. The voice over of the characters take you inside the game and you can't help but fall in love with Joel and Ellie. This is truly a masterpiece of video games. There's no wonder it's in the top of all the game review websites. I can't wait to begin the sequel, Left Behind.",normal,ps4,2017-11-16,English,1,0,10,train
pappm94,"One of the best, if not the best single player experience in my life. The story is so engaging, the storytelling is superb, it really takes advantage of the fact that it's a videogame. Great job Naughty Dog, I can't wait to play the 2nd part!,By the way, the game is recommended only for adults. Not only because of the violence, but understanding and appreciating the story requires a grown-up mind.",normal,ps4,2017-11-15,English,0,0,10,train
OlegLeppik,"One of the best games i've played. Everything is gorgerous. Perfect gameplay, ideal damage balance, plot is interesting to watch, soundtrack is 10/10, weapons realization is realistic. Absolute musthave on PS4. No doubt - it's a brilliant of gaming industry. Thank you, Naughty Dog, waiting for part 2.",expanded,ps4,2017-11-14,English,0,0,10,train
CrazyinessGTXbo,"Очень плохая графика, скучный геймплей, скучный сюжет. Игрушка для дурачков, которые могут ползать в темноте часами и называть это интересной игрой, фуу",expanded,ps4,2017-11-14,Russian,40,4,0,train
Aginagala,"The last of us will always be one of my favorite games of all time. Having it remastered brought back all the old nostalgic feelings of when I first played the game. I fell in love with Joel and Ellie and was one of the few games when as I was coming to the last bit of it... I genuinely did not want it to finish.,,The gameplay mechanics are a little bit strange to control at times as Joel wouldn't follow what I was telling him to do, and Ellie running out in front of a bunch of guys or clickers... slightly ruined the immersion but that being said it did not take away that I loved the game, I loved the characters and everything about the story. A fresh new addition building on the kind of escort time game... however never feeling like that as Ellie is helpful, witty, and you genuinely care about her. Another thing I loved about the game is that I have not felt this scared, intimidated and or tense about the zombies in games in a long long time. I loved the feeling of not wanting to be caught and if I did it was over, making you have to be stealthy rather than other games where you can get away with just running around everything, you have to play the game as it's supposed to be played.,,The RPG aspect of the game was also interesting as resources were very scarce rather than a lot of games having an abundance of them laying everywhere, made for a much more believable experience, especially when playing on the harder grounded mode. Quickly crafting a health kit, or perhaps preparing and monitoring your avaliable resources carefully made you think more about what you were doing and for much more intense action and stealth scenes.,,Moreover the new types of zombie known as clickers and their gameplay aspects being different to that of normal zombies... was fantastically implemented as not only did they relate to the story, but they were also terrifying. Coming back and playing it on the PS4 with fixed mechanics genuinely felt like I was in a movie at times with animation and voice acting by award winning Troy Baker and others, emotional scenes felt genuinely moving. This game was the reason for me buying a PS4 in the first place and it is a definite must play for any types of game lovers, fantastic story, brilliant new ideas and concepts along with engaging gameplay, a masterpiece of game design.",normal,ps4,2017-11-13,English,0,0,9,train
TheResistente,"The last of us is a good game with an interesting story and very good characters. The pros are:,,Pros:,-Good story,-Good characters,-Unique model of the ""Zombies"",-Good multiplayer,-Items that are scarce (which is very necessary for these games),-Good combat,,This game is highly recommended. All your points are good, the truth is that they impressed me.",expanded,ps4,2017-11-12,English,0,0,10,train
legeliclya,"Thought I would be getting a great game. I was wrong. With The Last of Us comes a compelling story ruined by repetitive and boring gameplay, and a cringy 14 year old. At least she redeems herself in the later half of the game, as my favourite part of the game was the winter season, and I enjoyed the Left Behind DLC much more than the main game.",expanded,ps4,2017-11-12,English,0,0,7,train
overlordofgeek,"m a s t er p i e ce.. great script, great dialogue, good part designs Last of Us is definitely one of the best games ever. Of course there are missing. for example, artificial intelligence can really bother you at some points. and sometimes it can repeat itself. but these do not change the fact that the game is incredible. 90/100",expanded,ps4,2017-11-10,English,0,0,9,train
ppsim,"Incredible game. MASTERPIECE! Excellent narrative, good graphics and good gameplay. Above all, a very engaging suspense and drama. A pleasure to play this super-engaging game.",expanded,ps4,2017-11-07,English,1,1,10,train
EmadTM,A legendary game with a lot of fun and the world of the game is beautiful and this is considered one of the best games Playstation 4 exclusive .. The end of the game is unexpected and happy ending and beautiful,expanded,ps4,2017-11-02,English,1,0,10,test
Filsco,"Great story, gameplay and it looks amazing. Characters are likable and you actually care about them and what happens to them in future. I enjoyed this game very much.",expanded,ps4,2017-10-31,English,0,0,10,train
jennbenn86,"There is nothing quite like this game. The ever evolving bond between Ellie and Joel is what propels this journey and it's two protagonists into something that you intensely care about. The characters are so well formed, yet we get to experience further growth and depth as the game unravels. Not to mention the fantastic world that houses this game. Overall, it does air on the side of violence and gore, but I'd hate for that be a deterrent for people to play it, there is so SO much more to it.  Utter masterpiece.",normal,ps4,2017-10-29,English,0,0,10,train
JonatasHS,"In conclusion, The Last of Us is a magnificent game, worthy of being considered a masterpiece, we were able to enter the game completely and created a new world where all that is shown to us is real, the game is beautiful and with this upgrade managed to stay more Also, one of the few problems I had with the game was artificial intelligence that is not very smart and that many times Ellie passes in front of the enemies and is not noticed, but otherwise the game is worthy to be played by all, the emotional load placed on each character is incredible and is also passed to the player, there is still time to play before the continuation and get ready for the great game that should also be.",normal,ps4,2017-10-13,English,0,0,10,train
CccyrussS,"Truly, this is the best greatest video game of all time. There are so many different undercurrents and emotional hooks that nothing else quite compares. Plus it's actually exciting and scary without resorting to body horror. Everybody should play this game.",expanded,ps4,2017-10-10,English,0,0,10,train
DanBenevenuto,"One of the best games ever ! The Last of Us has terrific graphics and a clean gameplay, the story has a drama that catch you and make you got stucked playing until the end ! I recommend you to play this magnificent game.",expanded,ps4,2017-10-01,English,0,0,10,train
EmanuelPop,The Last of Us is probably the only game which really made me care about it's characters. Joel and Ellie are arguably the most humanly authentic video game heroes of all time and for that Naughty Dog deserves all the praise they get.,expanded,ps4,2017-09-29,English,0,0,10,train
josei1985,"Una auténtica maravilla, otra más de estos desarrolladores. Es muy similar en sus mecánicas a Uncharted pero con su propio mundo y sus particularidades. Imprescindible para todos aquellos que tengan una ps4.",expanded,ps4,2017-09-23,Spanish,0,0,9,train
Tampinha85,"AMAZING! what a ride, played this game so many times and still gets to me,...,- Great emotional moments.,- Great writing.,- BEAUTIFUL soundtrack (theme song is so beautiful).,- FUN gameplay, really fun.,- Multiplayer is a great surprise, really fun to play.,- AMAZING well written characters! especially Ellie, one of the best characters i have ever seen, she is what make this game wonderful, you get sooo attached to these caracthers,,- Seriously... im a grown man and i actually cried (kinda) more than once playing this game.,,JUST GET THIS GAME!",normal,ps4,2017-09-21,English,1,1,10,train
ERDEM2468,Peoples thinks good characters and good charater relationships means good stroy. TLOU doesn't have a good story. Game has a very simple story. This game is good but game does not deserve most of awards. When peoples sees the father and daughter relationship concepts they gives so highly votes review for this concept. Game's character relationships are very good but this doesnt mean TLOU has a good story.,normal,ps4,2017-09-11,English,0,0,7,train
The-Jawbreaker-,"Amazing game, amazing story. And I absolutely love the multiplayer. Its so hard, tactical and team based.,,The single player experience can be very chalenging as well, if you play it on Grounded mode.,,Absoute masterpiece of a game.",expanded,ps4,2017-09-08,English,2,1,10,train
JuanLuisGG14,"Amazing and strong narrative pushes the limits of realism in this crude world. The Last of Us succeeds creating a dense atmosphere, tense situations and a compelling storyline that not many games achieve.,In addition, it isn't a slog to play as other Naughty games. This is mainly because mechanics are clever and interesting. Use of the environment and crafting are on point,,Just masterful",expanded,ps4,2017-09-02,English,0,0,10,train
TrophyHunter14,"What is there to say. Only game that is better (to me) is NieR:Automata. Both of them are masterpieces tho. Amazing graphics, amazing combat and amazing story mixed with hundreds of small details make it a 10/10.",expanded,ps4,2017-08-29,English,3,1,10,train
Lordxelliah,"Un bel gioco ma non il capolavoro per cui viene spacciato . Alla fine ha un gamelay sufficiente e una trama mediocre raccontata in modo eccelso . Sicuramente il gioco più sopravvalutato della storia , per adesso",expanded,ps4,2017-08-28,Italian,0,0,7,train
Catriana94,"Es una genialidad lo de Naughty Dos, es un juego que innova en muy pocas cosas, aborda un tema que han tratado mil y un juegos mas, recicla la jugabilidad de los Uncharted, pero todo en el es tan perfecto, la historia esta tan tremendamente bien escrita, tan tremendamente bien contada, que es imposible no darle un 10 a este juego. El ambiente agobiante, la desenvoltura de los personajes, y el final, hacen de The Last of Us un juego que marca epoca.",normal,ps4,2017-08-22,Spanish,1,1,10,test
Direwolf73,"I broke down and bought a Playstation 4 because it came with this game and Uncharted 4. I also picked up the original Uncharted collection. These were games I always wanted to play. Nothing could have prepared be for the gut punch and emotions Last Of Us dropped on me. From a story perspective I do not recall playing a game with the same emotional punch ever. Voice acting and writing was A+++. Graphics on the remastered version were exquisite.,,From a game mechanics standpoint it was my first PS game ever and I had a lot of learning to do. It took time and felt off at times but once I figured everything out I was completely immersed in the greatness that was this game.",normal,ps4,2017-08-18,English,0,0,10,train
OnPointGamer,"Experience a true PS3 masterpiece for the PS4, now Remastered, by the team at Naughty Dog. You can't go wrong with the best storytellers in the gaming industry with Naughty Dog.",expanded,ps4,2017-08-12,English,1,1,10,train
kunal2989,"I played this game after playing all the uncharted games and I was well aware of the hype this game has. Also, I am not a big survival horror fan. So, my expectations were already sky high. The last of us delivers on every account. Storytelling, game-play and visuals are top notch. It is unconventional and yet not pretentious. Every time you start getting comfortable with the game, it demands you to get out of your comfortable zone. The characters are well written and you develop a genuine relationship with their story. The environment is eerie, hopeless and almost everyone is morally ambiguous, thus the whole experience feels mature. Long story short, last of us is immensely satisfying. 5/5",normal,ps4,2017-08-11,English,0,0,10,train
Batmandude46,"Even when remastered on to the new gen of consoles, this game is one of the best games ever made. Amazing story, Great gameplay, characters you can connect with, and amazing visuals make it worth it to buy this masterpiece",expanded,ps4,2017-08-02,English,0,0,10,test
Caiobrz,"If I were to describe Last of Us with one world, it would be ""hyped"". The story is good, but not awesome. The characters are good, but not awesome, the game is good, but not awesome. All that would lead to a solid 9/10 score, but things go down from there: gameplay is poor, the UI is clunky and simple actions like choosing a weapon require more buttons and actions than just using whatever you have, and the linear ""you can't ever side step"" nature of the story makes it more like an interactive game with moments of FPS than an atual game. People often rate Last of Us thinking only how great the story or characters are, but as a game it can't be considered that great.",normal,ps4,2017-08-01,English,0,0,7,train
ahmed4pro,"THE LAST OF US is  considered to be one of the greatest video games of all time not just to me but to the majority of the people who played it and experienced in such a way that no other video game can ever do . the game is flawless to be honest . [Gameplay /sounds/ graphics/ story/acting] all are perfect you just can't ask for more . especially the story which made every one who played it burst in tears .,the last of us is not just the best  post-apocalyptic game to be ever made. It the Best game of All time.",normal,ps4,2017-07-28,English,1,0,10,train
User3,Naughty Dog were a good developer once who made good games like Crash Bandicoot. Since then their protaganists have all been boring dudes who look the same and have generic adventures.,expanded,ps4,2017-07-27,English,23,5,0,train
Tito23,"Not only the best remastered game, but one of the best games in history. Naughty Dog doesn't know the meaning of failure. Here is my, try to be short, review on The Last of Us Remastered:,,I have to start with this game's strongest attribute. The story. My god, from the very beginning of putting you in tears to the end....practically hitting you in some more feels.This game rivals any great story of anything. Whether that be a book, movie, another game, whatever. I have never been so attached to two characters like Joel and Ellie. The relationship that starts off as a, ""I don't want anything to do with you"" and perfectly paces it to be like a father daughter relationship. You do not have to have your own kid to understand and see the love between the characters. From the get go, it hits you with something that you have never seen in a film or game. Right off the bat and in ways, even though this is another apocalyptic story, everything feels so new like you never have seen an apocalyptic story before.,,Gameplay. Gameplay is nothing revolutionary, but it most definitely done right and fits perfectly in this game's atmosphere. From the crafting to the scavenging and the ridiculous amounts of bricks and bottles to throw, it all feels right. I never got a thought of, wow.. this is retarded and not needed or even repetitive. The gameplay has the perfect flow, the perfect feel, and just done right in the right situations. I find the most interesting is the Clickers and different forms of the infected. They are not your typical, ""hey I am dead and want to eat you for no reason"" that we see nonstop from other games, movies, and shows alike.. They actually did some research and came up with a unique element that makes this whole end of world concept feel new. An actual disease. It is a fungal disease from ants that make them burst this fungus disease and make them eventually blind as well kills them. They develop a hostile nature and practically attacks everything they hear or feel. So to the storyline of the last of us, the disease grew and mutated and started effecting the human race.,,The cons of this game is that you will have to do something like punch a bear and get your manhood back. Because you will hit feelings you didn't know you had because us men are rock solid. But Naughty Dog brought a rock crusher so just be ready. I have no input on the multiplayer. Never played that part of the game, just the main and the story DLC, which is just as good even though 2 hours long. But hey, it is free so cant complain. But I have heard a lot of positive feedback on the multiplayer even though this is not a multiplayer focused game.,,All I can say is if you have not, buy and play this masterpiece. I don't know how Naughty Dog is going to top this with the Last of Us Part 2, but it will be hard and they are they people to just do that.",normal,ps4,2017-07-26,English,3,1,10,train
ourtimehascome,"The Last of Us is the very definition of an overrated game. Its story is a blend of post-apocalyptic tropes and ideas that have been done a million times before. Throw in some zombies for good measure. Why not? It's already a cliche mess.,,A game like this gets praise for its attempts to be similar to a movie or even a novel. Then the gameplay cuts in and it's about helping the AI get to another area of the map. Repositioning ladders, opening doors, etc. That's the exploration aspect, which would have been fine if the gameplay wasn't so stifling. In actuality, it's a boring cover-shooter just like every other cover shooter. Except it's not innovative or unique. Apparently you can combine old ideas together and people will enjoy it.,,Then the ""stealth"" gameplay kicks in and it's just as bad. Throw bricks at enemies. Hey, it's more fun than moving ladders, but not by much.",normal,ps4,2017-07-19,English,29,7,0,train
sultan09,"The Last of Us, a game made by beautiful Artists and a brilliant storyteller!,,It's not just a video game, it's a film, it's a strong story that depicts humanity, emotion, sadness in a world that almost feels realistic.,,Awesome graphics, visually stunning, brilliant level designs, makes you wanna dive into that unpleasant world and find out more about the compelling characters.,,This title is a MUST PLAY, a MUST EXPERIENCE!",normal,ps4,2017-07-18,English,0,0,10,train
JaySilver,"This game was sold as the promised land, but all I got was a pile of trash. I'm gonna keep this one short, because I already wasted to much time on it: The Story boring, Graphics are OK, Gameplay is thin and the ""crafting"" is a joke. I don't understand the hype around this game, but it certainly didn't get me.",expanded,ps4,2017-07-17,English,10,2,1,train
RoloBianchi,"Uno de los Mejores juegos de Accion, suspenso, drama, survivor que haya jugado! momentos memorables, epicos, personajes carismaticos que te transmiten lo que sienten, piensan y viven dentro de su mundo.. algo que marco un antes y despues sin duda dentro de  este genero..",expanded,ps4,2017-07-15,Spanish,0,0,10,train
Rustaman,"The game just super! Very atmospheric and cinematic! Was first on the PS3, second time remaster on PS4 and finally the third time on the PS4 Pro. Looking forward to the second part!",expanded,ps4,2017-07-09,English,0,0,10,train
jungminhe,"스토리의 힘을 보여주는 게임!,한국말로 쓴다면 한국유저들이 더 보겠죠?,150자를 채워야 하네..,플레이스테이션 구매후 처음 클리어해본 게임입니다,아주 만족스럽고, 조금 잔인한점 참고하세요,여러 도구를 사용하고 엘리가 성장하는 모습을 보는것이 흥미롭습니다.,약간 잔인합니다.",expanded,ps4,2017-07-02,Korean,0,0,10,train
Skibz,After playing the last of us campaign a total of 3 times now I can honestly say the narrative in this game is the stand out. As a veteran video gamer you get used to games having disjointed immature storylines that you just play because the gameplay is alright. The last of us handles two things well relationships and the emotions that help create and maintain those relationships. The last of us is when video games grew up.,normal,ps4,2017-06-20,English,0,0,10,test
badgerryan19,Wow! Maybe the greatest game ever made. From the characters of Joel and Ellie and the story that is truly emotional. Naughty Dog has once again struck gold again with this new and exciting franchise.,expanded,ps4,2017-06-19,English,0,0,10,train
GreenSkullRider,"Hay videojuegos revolucionarios, hay videojuegos bellos e innovadores, hay rompedores graficos y sonoros, y hay algunos que solo hacen un par de mecanicas decentes y quedan en el olvido, esta obra no es un juego innovador, pero recoge todas las cosas buenas de otros y las juntan en una gran obra del videojuego, aca tenemos accion, terror, sigilo, un escenario postapocaliptico ""zombie"", drama, graficos, jugabilidad, duracion, guion, todo tomado de los grandes del genero y con pinzas elegido para el gran viaje de Joel. Un videojuego practicamente perfecto que hoy en 2017 esperamos la secuela.",normal,ps4,2017-06-17,Spanish,0,0,10,train
MADGAMER217,"I'm going to be honest this game is good but not a full 10 out of 10 not only did naughty dog mess up with the enemy AI they did what they always do repeat the same thing over and over again, the game is so linear and you are doing the same thing over and over again until you go from point a to b. They do try and change it up by changing the map settings where you stealth but that is it. but that's mainly the only problem with the game the AI and the fact the levels feel repetitive even when you're travelling the you're doing the same thing. The story is fine it's been done before the characters are interesting and what shine through this game so thats a plus some moments in the game are crazy dissapointed there isn't a variety of zombies or whatever you want to call them the clickers were a good idea but thats it nothing else really shined out of the game but the crafting system the variety of weapons the fact that earlier in the game you were given more freedom on how to approach things the game is fine the stealth aspects are great the gameplay is great even though in every level you do samething there are great memorable moments playing the game and some good levels it's an ok game but really overrated mainly because that happens with exclusives they get overrated",normal,ps4,2017-06-12,English,0,0,7,train
madno,"Le doy un 9 al original y un 0 al remaster, no es remaster ni es nada, el mismo juego con los mismos errores, pocos pero sin solucionar en esta versión, otro sacacuartos clásico. Buen juego mala version, tienes la de ps3 que es igual, excepto por el filtro que le meten y te cuesta la mitad.",expanded,ps4,2017-06-07,Spanish,40,4,0,train
OneLifeLeft,"Tense combat,,a gorgeous environment,,deeply poignant voice acting,,unrivaled facial design,,and a heartrending tale all breathe life into this extraordinarily unforgettable game.,,The characters of this story are narrated with such depth and vibrance, that it is impossible to see them as mere pixels on a television screen.,,Even years after having finished this game, I still remember the characters as though they were real people, I once knew.",normal,ps4,2017-06-02,English,2,2,10,test
agent13,"I thought a lot to find a disadvantage for this game but i couldn't it's awesome in every aspect you think story,graphics,gameplay,music,... tlou and uncharted 4 are the only absolutely flawless games i have ever played on ps4 and they both are among top 5 games i have ever played",expanded,ps4,2017-06-02,English,0,0,10,train
maxsimon,"It's a boring story. The world is a long corridor, with no possibility of taking an alternative path. Choices are limited to those dictated by an omnipresent morality. It is a nasty surprise for a title glorified by so many people.",expanded,ps4,2017-05-30,English,25,8,3,train
